longitude,latitude,housing_median_age,total_rooms,total_bedrooms,median_house_value
-118.54,34.17,34,2458,433,443600
-118.54,34.17,25,3352,891,425000
-118.55,34.17,36,2127,297,500001
-118.56,34.17,35,2987,391,500001
-118.52,34.17,20,17377,4457,259600
-118.52,34.16,39,2693,478,335400
-118.53,34.16,32,3554,762,290600
-118.51,34.16,23,11154,1995,500001
-118.48,34.16,32,2108,309,500001
-118.49,34.16,37,3333,488,500001
-118.5,34.16,34,3547,523,424000
-118.5,34.15,33,3104,387,500001
-118.5,34.17,37,880,,303600
-118.49,34.15,33,2829,360,500001
-118.49,34.14,28,3539,441,500001
-118.49,34.13,24,4394,,500001
-118.51,34.14,28,6748,904,500001
-118.53,34.14,28,6920,906,500001
-118.54,34.15,26,10111,1295,500001
-118.56,34.14,23,9657,1189,500001
-118.43,34.15,28,6270,1706,295800
-118.43,34.15,42,1293,214,467600
-118.43,34.15,26,2900,667,447400
-118.43,34.15,31,1856,425,360600
-118.44,34.15,29,5474,1457,382500
-118.44,34.15,44,1778,251,500001
-118.44,34.15,15,4420,1076,359100
-118.44,34.15,37,1335,286,301700
-118.44,34.15,38,1387,337,304500
-118.45,34.16,22,7828,2038,318300
-118.45,34.15,10,1091,260,332600
-118.45,34.15,20,3876,799,478400
-118.46,34.16,38,1495,300,265400
-118.46,34.16,16,4590,1200,334900
-118.47,34.15,7,6306,1473,457300
-118.47,34.16,30,3823,740,392500
-118.47,34.15,43,804,117,500001
-118.48,34.15,31,2536,429,495500
-118.48,34.16,30,3507,536,500001
-118.48,34.14,31,9320,1143,500001
-118.46,34.14,34,5264,771,500001
-118.47,34.14,36,2873,420,500001
-118.47,34.14,34,3646,610,500001
-118.43,34.14,44,1693,239,500001
-118.43,34.13,37,4400,695,500001
-118.45,34.14,33,1741,274,490800
-118.35,34.15,52,1680,238,500001
-118.36,34.15,41,3545,698,500001
-118.36,34.15,34,3659,921,366100
-118.37,34.15,23,4604,1319,263100
-118.37,34.15,29,2630,617,376100
-118.38,34.16,42,2358,546,320600
-118.38,34.15,36,2933,619,365900
-118.39,34.15,29,3110,650,394400
-118.39,34.15,29,917,181,425000
-118.39,34.16,20,4084,1062,256300
-118.4,34.15,31,3881,909,369100
-118.41,34.15,33,4032,868,425900
-118.42,34.15,48,680,131,371400
-118.42,34.15,18,1880,420,372300
-118.42,34.15,31,1861,430,355900
-118.42,34.16,17,277,70,341700
-118.42,34.16,46,54,9,375000
-118.4,34.15,41,2394,500,380400
-118.4,34.15,44,2515,510,374500
-118.41,34.15,24,3891,866,364700
-118.41,34.15,46,1628,259,424000
-118.36,34.14,30,1376,317,295200
-118.37,34.14,8,4382,1560,197900
-118.37,34.14,21,4670,1161,367700
-118.38,34.14,42,1253,225,386700
-118.39,34.14,19,5076,1034,309200
-118.39,34.15,36,2696,713,373500
-118.35,34.13,39,1610,278,385900
-118.34,34.12,41,3257,679,409600
-118.36,34.13,36,6871,1180,495600
-118.37,34.14,23,1883,512,396400
-118.37,34.13,28,4287,627,500001
-118.39,34.14,34,4624,781,500001
-118.38,34.14,40,1965,354,483800
-118.4,34.13,32,8262,1156,500001
-118.4,34.14,52,1695,281,399300
-118.4,34.14,45,417,89,360700
-118.41,34.14,33,778,143,497600
-118.42,34.14,27,3990,892,500001
-118.42,34.13,38,3830,518,500001
-118.22,34.14,52,2298,406,274600
-118.22,34.14,52,1388,271,247700
-118.2,34.14,52,3800,646,293900
-118.19,34.14,46,2387,488,257900
-118.19,34.14,38,1826,300,291500
-118.23,34.14,39,277,89,175000
-118.22,34.14,50,3657,708,258100
-118.22,34.13,35,2983,526,272400
-118.2,34.14,52,2090,466,204200
-118.21,34.14,44,1681,407,186500
-118.21,34.14,25,1908,628,189800
-118.2,34.14,51,1941,378,217000
-118.19,34.14,47,2525,523,209200
-118.19,34.13,52,2012,458,180400
-118.2,34.13,52,2035,459,193600
-118.21,34.13,52,2465,611,214200
-118.22,34.13,47,1585,420,173800
-118.22,34.13,52,791,174,178100
-118.18,34.13,52,2228,475,182100
-118.18,34.12,52,1081,311,165100
-118.18,34.12,45,2397,488,167900
-118.17,34.12,35,2568,672,169200
-118.18,34.12,29,2640,737,173400
-118.17,34.12,30,3376,720,232000
-118.19,34.13,50,1309,302,198000
-118.19,34.12,52,679,132,162500
-118.19,34.12,41,2591,682,146400
-118.19,34.12,44,1219,324,170600
-118.19,34.12,36,2833,720,172100
-118.2,34.13,30,3369,824,196400
-118.2,34.13,50,2929,588,173600
-118.2,34.12,52,1580,426,167600
-118.2,34.12,41,1908,503,162000
-118.21,34.12,52,1590,360,173900
-118.21,34.12,41,1904,514,175800
-118.21,34.12,52,1301,389,190000
-118.2,34.11,52,678,173,171300
-118.2,34.11,46,3659,1068,162900
-118.2,34.11,52,1901,525,156400
-118.2,34.12,44,1565,398,155600
-118.19,34.12,46,3387,820,176900
-118.19,34.11,40,1266,348,150000
-118.19,34.12,35,2524,749,167700
-118.18,34.11,33,1523,391,183800
-118.18,34.11,44,1346,398,152200
-118.19,34.11,38,1158,309,169300
-118.19,34.11,26,1638,457,143800
-118.19,34.1,42,1577,379,153900
-118.2,34.11,36,1441,534,185700
-118.2,34.11,37,2040,611,166300
-118.2,34.1,30,3643,1197,154500
-118.21,34.11,32,2759,499,228200
-118.21,34.1,40,1684,316,218300
-118.21,34.1,47,5077,1271,186800
-118.22,34.1,35,4003,788,252100
-118.23,34.1,38,1051,249,143800
-118.23,34.1,46,2483,587,152900
-118.21,34.1,36,2000,533,241700
-118.21,34.09,34,1660,412,148200
-118.22,34.1,33,1903,386,196600
-118.23,34.1,41,1353,379,157000
-118.22,34.09,42,1706,488,149700
-118.22,34.09,36,1427,415,138900
-118.22,34.09,45,1072,275,165000
-118.23,34.09,41,438,201,181300
-118.23,34.13,47,1162,235,244400
-118.23,34.13,48,737,166,212500
-118.22,34.13,40,2749,580,205800
-118.23,34.13,34,609,149,185800
-118.23,34.13,48,1308,,214800
-118.23,34.13,37,1799,426,244500
-118.22,34.12,28,3306,1025,185400
-118.21,34.12,35,1937,439,170500
-118.22,34.11,36,2870,529,220900
-118.22,34.12,37,1298,242,240800
-118.23,34.12,28,1546,465,183800
-118.24,34.12,41,1213,301,204200
-118.23,34.12,32,2094,491,221100
-118.23,34.11,31,1021,191,223500
-118.23,34.11,35,4148,971,187100
-118.25,34.12,11,1281,418,153100
-118.24,34.12,29,2904,892,168800
-118.24,34.12,34,80,26,154200
-118.24,34.11,50,2141,451,178800
-118.24,34.11,39,1148,348,176700
-118.23,34.11,33,2612,646,156000
-118.26,34.12,45,2839,698,214000
-118.26,34.11,47,2183,510,210900
-118.25,34.11,43,2230,583,217800
-118.25,34.11,43,2222,635,208900
-118.25,34.11,39,1415,369,156300
-118.24,34.1,42,1525,456,141300
-118.25,34.11,52,125,42,170000
-118.25,34.1,42,598,147,164300
-118.25,34.1,42,4198,956,277300
-118.26,34.11,52,1740,402,270700
-118.27,34.14,29,3768,1211,204500
-118.27,34.13,47,1375,359,208900
-118.27,34.13,46,1613,396,230300
-118.27,34.11,36,1832,539,276600
-118.27,34.11,39,3825,916,352600
-118.28,34.11,38,4453,1156,495600
-118.28,34.11,45,1607,331,438300
-118.28,34.12,50,2384,312,500001
-118.26,34.12,52,1942,476,209100
-118.26,34.12,52,2290,520,238200
-118.27,34.12,50,2037,440,230600
-118.29,34.11,30,2774,570,500001
-118.29,34.11,40,2681,737,264300
-118.29,34.1,39,2196,582,254200
-118.29,34.1,43,1711,443,265500
-118.29,34.11,24,3696,1125,266700
-118.29,34.11,49,2850,379,500001
-118.29,34.11,48,1448,295,436400
-118.3,34.11,52,3136,675,391900
-118.3,34.1,37,5305,1980,283300
-118.3,34.11,25,1590,218,500001
-118.3,34.11,52,1954,245,500001
-118.31,34.11,52,1875,303,433300
-118.31,34.12,39,3895,561,500001
-118.31,34.13,40,2822,443,498700
-118.32,34.12,52,3410,800,393500
-118.32,34.11,42,2462,543,434400
-118.32,34.11,33,5135,1450,435700
-118.32,34.11,48,4472,1579,410700
-118.33,34.11,38,3495,1100,438300
-118.33,34.11,48,1601,464,342900
-118.33,34.11,37,2330,434,430200
-118.32,34.13,34,1856,273,500001
-118.33,34.12,23,1894,416,500001
-118.34,34.13,45,2375,417,500001
-118.32,34.14,23,4574,1423,500001
-118.34,34.11,40,5485,1242,500001
-118.35,34.1,26,3977,1050,364500
-118.36,34.1,52,1295,281,405100
-118.36,34.1,52,1096,247,500001
-118.35,34.1,18,7432,2793,225000
-118.35,34.1,16,2930,1038,372200
-118.35,34.1,20,2745,782,436400
-118.35,34.1,18,4109,1301,250000
-118.35,34.1,24,5477,1803,237500
-118.34,34.11,51,937,348,468800
-118.34,34.1,29,3193,1452,500001
-118.34,34.1,24,1996,791,325000
-118.34,34.1,28,2223,752,232100
-118.33,34.1,30,5293,2446,187500
-118.33,34.1,43,2732,1646,333300
-118.31,34.1,40,4984,2158,350000
-118.32,34.1,28,1759,716,450000
-118.3,34.1,35,7517,2961,340000
-118.3,34.1,25,3926,1715,262500
-118.31,34.1,36,2288,1033,250000
-118.31,34.1,33,766,347,350000
-118.33,34.1,48,1116,524,237500
-118.33,34.1,45,1913,696,237500
-118.32,34.1,43,1615,734,193800
-118.32,34.09,34,2473,1171,162500
-118.33,34.09,30,1679,682,200000
-118.33,34.1,29,732,288,250000
-118.31,34.1,34,399,141,67500
-118.31,34.09,34,2065,839,211100
-118.31,34.09,28,720,267,100000
-118.31,34.09,37,773,,193800
-118.32,34.09,32,563,191,250000
-118.32,34.09,27,210,98,175000
-118.32,34.1,36,1655,690,221900
-118.32,34.09,34,1478,675,225000
-118.32,34.1,31,622,229,200000
-118.32,34.1,30,2193,965,137500
-118.32,34.1,52,786,270,206300
-118.3,34.1,29,3403,1367,166700
-118.3,34.09,40,3058,1215,218800
-118.31,34.09,36,787,420,216700
-118.3,34.1,38,2067,914,250000
-118.3,34.1,36,2284,899,203300
-118.29,34.09,34,2716,1114,187500
-118.3,34.09,36,2332,993,230400
-118.29,34.1,39,631,298,162500
-118.29,34.09,29,2240,792,172500
-118.28,34.09,38,790,275,175000
-118.29,34.09,43,1583,658,225000
-118.29,34.09,28,1562,648,112500
-118.29,34.09,35,2198,998,158300
-118.29,34.09,35,2624,1116,198400
-118.29,34.09,39,336,173,262500
-118.29,34.09,52,1272,322,261600
-118.3,34.09,29,3245,1190,253300
-118.3,34.09,25,2345,852,205600
-118.3,34.09,32,2202,674,226700
-118.31,34.09,36,2517,842,187500
-118.31,34.09,30,3165,1263,240600
-118.31,34.09,42,1951,846,218200
-118.32,34.09,44,2666,,208800
-118.32,34.09,30,1871,766,212500
-118.32,34.09,28,2173,819,218800
-118.33,34.09,36,654,186,200000
-118.33,34.09,36,561,180,165000
-118.33,34.09,40,2004,687,220000
-118.34,34.09,5,2665,954,204700
-118.34,34.09,14,3032,999,210000
-118.34,34.08,50,3457,854,346700
-118.34,34.09,52,1731,502,321600
-118.34,34.08,52,1430,186,500001
-118.35,34.09,47,1800,546,280600
-118.35,34.08,52,1003,200,395700
-118.35,34.08,52,2088,388,342000
-118.35,34.09,42,2210,643,315800
-118.35,34.08,52,1710,350,333900
-118.36,34.08,52,1965,480,304800
-118.32,34.08,52,1164,257,380400
-118.33,34.08,52,1777,454,500001
-118.33,34.08,50,2989,832,442900
-118.31,34.08,30,1390,457,254500
-118.31,34.08,31,2275,823,287500
-118.32,34.08,46,2038,534,358100
-118.31,34.08,23,1443,521,220000
-118.32,34.08,52,1137,304,330300
-118.32,34.08,52,2370,473,380300
-118.3,34.08,34,2501,1047,247500
-118.3,34.08,36,1276,503,205600
-118.31,34.08,27,1514,510,251100
-118.31,34.08,26,1609,534,227100
-118.29,34.08,34,479,182,210000
-118.29,34.08,23,1864,937,212500
-118.3,34.08,34,1562,651,225000
-118.3,34.08,32,2880,1063,258300
-118.29,34.08,25,2459,823,173900
-118.29,34.08,38,380,130,137500
-118.37,34.12,34,2821,399,500001
-118.36,34.12,26,3902,610,500001
-118.35,34.11,33,7478,1678,500001
-118.36,34.11,35,3946,695,500001
-118.38,34.11,38,2601,523,416700
-118.37,34.11,42,5518,979,500001
-118.36,34.1,36,2963,838,500001
-118.37,34.1,37,407,67,500001
-118.38,34.1,39,3798,586,500001
-118.39,34.1,30,6310,957,500001
-118.39,34.09,41,730,126,500001
-118.36,34.09,38,2158,582,355300
-118.36,34.08,40,3110,764,367100
-118.37,34.08,52,2946,695,374100
-118.37,34.08,22,3008,938,300000
-118.37,34.09,31,2697,706,500001
-118.36,34.08,45,2195,483,397900
-118.37,34.08,52,1466,254,393600
-118.37,34.08,52,1234,223,423700
-118.26,34.1,48,2566,571,318600
-118.26,34.1,52,1310,263,350000
-118.27,34.1,51,3149,519,421600
-118.27,34.1,41,3729,740,412700
-118.27,34.11,41,4138,1130,306800
-118.28,34.11,46,1156,203,352100
-118.28,34.11,52,2036,348,397500
-118.28,34.11,52,1803,437,360500
-118.28,34.1,44,2728,585,324000
-118.27,34.1,50,2113,398,304600
-118.28,34.1,49,1767,467,210900
-118.28,34.1,48,805,246,200000
-118.28,34.1,49,2843,880,217300
-118.27,34.09,48,1527,295,344800
-118.27,34.09,52,3225,763,268800
-118.28,34.09,52,2273,663,196500
-118.27,34.09,52,2327,555,252300
-118.26,34.09,51,1532,366,278800
-118.26,34.09,36,3503,833,241400
-118.27,34.09,52,1079,222,230800
-118.27,34.09,44,3646,912,225000
-118.26,34.08,52,984,276,166700
-118.26,34.08,41,1396,360,203300
-118.26,34.08,46,945,250,187500
-118.27,34.08,35,1147,365,198800
-118.26,34.07,36,2306,813,170500
-118.26,34.07,28,579,184,187500
-118.27,34.07,27,1190,,160000
-118.27,34.08,38,2265,801,157500
-118.27,34.08,46,3007,854,184300
-118.28,34.08,42,997,374,200000
-118.28,34.08,52,2465,773,203100
-118.27,34.08,43,962,253,185000
-118.27,34.07,38,1270,556,170800
-118.28,34.08,42,1618,522,182000
-118.28,34.09,52,1739,464,228800
-118.28,34.08,39,3162,896,213500
-118.28,34.08,40,1630,543,169100
-118.28,34.09,49,3828,1197,219200
-118.23,34.07,35,1335,440,156300
-118.23,34.07,40,506,119,143800
-118.24,34.08,52,109,20,187500
-118.24,34.08,52,137,26,137500
-118.23,34.09,47,859,239,136100
-118.23,34.09,49,1638,456,150000
-118.23,34.09,45,1747,484,155500
-118.25,34.09,52,2050,429,210000
-118.25,34.09,52,104,20,241700
-118.25,34.08,44,1425,438,200000
-118.25,34.08,47,2133,689,169200
-118.25,34.09,43,1903,635,174300
-118.25,34.09,52,1866,470,189400
-118.26,34.08,50,1791,660,166700
-118.26,34.08,45,2174,627,167800
-118.25,34.09,52,3142,765,189800
-118.26,34.08,45,2225,827,179200
-118.26,34.07,46,2341,703,181700
-118.26,34.07,52,830,200,232100
-118.25,34.07,47,2059,618,217900
-118.25,34.07,43,764,322,175000
-118.25,34.06,20,41,17,225000
-118.24,34.07,27,223,80,137500
-118.25,34.07,18,4297,1420,192500
-118.25,34.07,16,719,225,133300
-118.22,34.09,40,1081,282,150000
-118.22,34.08,31,394,117,154200
-118.22,34.08,34,1709,562,152100
-118.19,34.08,38,1241,298,115500
-118.2,34.08,49,1320,309,114000
-118.2,34.07,21,1353,380,139600
-118.2,34.07,34,1765,551,159600
-118.21,34.08,39,986,361,133900
-118.21,34.08,26,2574,807,173200
-118.2,34.09,39,1594,430,138200
-118.2,34.08,41,1807,429,126000
-118.19,34.1,39,2054,423,213000
-118.21,34.08,52,3672,808,153000
-118.21,34.09,39,1287,353,138500
-118.21,34.09,39,1561,445,144200
-118.21,34.09,37,1822,498,159200
-118.22,34.07,35,1504,477,145800
-118.22,34.07,36,839,250,158300
-118.21,34.07,31,1077,300,160200
-118.21,34.07,52,1770,,167200
-118.21,34.07,47,1346,383,191700
-118.21,34.07,31,1453,404,153100
-118.21,34.07,42,902,318,168800
-118.21,34.06,29,1478,413,147500
-118.16,34.09,36,3334,920,170800
-118.17,34.1,48,2514,595,142500
-118.17,34.1,37,299,89,145800
-118.17,34.09,45,1327,271,153800
-118.18,34.09,40,2744,708,148800
-118.18,34.09,44,1688,426,184900
-118.19,34.09,41,2090,530,144200
-118.18,34.1,10,1907,398,200400
-118.18,34.1,10,1940,445,166700
-118.18,34.1,7,2529,689,153100
-118.18,34.1,8,1116,267,230900
-118.18,34.08,35,2226,602,129300
-118.19,34.08,35,1554,381,139500
-118.19,34.07,38,2965,665,166300
-118.19,34.07,42,1555,337,169600
-118.19,34.06,44,1734,364,163100
-118.16,34.09,33,1515,415,175000
-118.16,34.09,50,1568,302,162100
-118.17,34.09,36,3066,797,156500
-118.17,34.09,33,2907,797,146600
-118.18,34.08,31,1318,311,135500
-118.18,34.08,33,1369,408,151900
-118.16,34.08,43,1523,378,144600
-118.17,34.08,39,787,181,158500
-118.17,34.08,33,851,231,147500
-118.18,34.07,28,2616,630,156000
-118.17,34.07,19,2150,544,150000
-118.16,34.07,41,247,55,135700
-118.17,34.07,37,1155,225,148500
-118.18,34.06,27,2025,565,148600
-118.19,34.06,32,555,159,137500
-118.19,34.06,47,2324,658,93800
-118.2,34.06,46,453,119,112500
-118.2,34.06,40,1181,335,111800
-118.2,34.05,8,762,204,137500
-118.19,34.05,46,1051,302,133600
-118.2,34.05,36,2672,675,142800
-118.19,34.05,37,349,79,125000
-118.2,34.06,46,321,101,109400
-118.21,34.06,30,511,153,156800
-118.22,34.06,52,48,6,112500
-118.22,34.05,36,1243,470,137500
-118.21,34.06,52,470,115,109100
-118.22,34.06,34,1083,364,153100
-118.22,34.05,34,1113,,155000
-118.22,34.05,41,1422,478,157100
-118.21,34.05,26,745,258,129200
-118.21,34.05,28,1079,306,131900
-118.21,34.05,28,950,357,136400
-118.21,34.05,45,2146,607,144000
-118.2,34.05,43,1165,317,141700
-118.2,34.05,40,1146,323,121900
-118.2,34.05,40,1082,318,117200
-118.2,34.05,42,1703,586,147200
-118.2,34.05,41,1268,398,150000
-118.19,34.05,43,977,266,127900
-118.19,34.05,41,1098,264,124300
-118.2,34.05,50,1407,401,121800
-118.19,34.04,45,963,234,134900
-118.19,34.04,40,1095,305,150000
-118.19,34.03,52,1053,246,136700
-118.19,34.03,50,1183,246,142600
-118.2,34.04,52,1249,307,136300
-118.2,34.04,47,1894,408,127600
-118.2,34.03,52,1754,452,122800
-118.2,34.04,44,1399,386,143800
-118.2,34.04,36,1625,490,147200
-118.2,34.04,44,1582,544,125000
-118.2,34.04,18,796,227,135400
-118.21,34.04,36,1825,479,135300
-118.21,34.04,37,845,249,165000
-118.21,34.04,47,1325,393,148400
-118.21,34.05,28,1841,809,151600
-118.21,34.04,52,846,271,155000
-118.22,34.05,43,1153,411,139300
-118.21,34.05,47,722,235,114300
-118.22,34.04,43,798,308,141700
-118.22,34.05,44,1105,346,115600
-118.22,34.04,43,2343,803,115000
-118.21,34.04,43,1502,477,152500
-118.21,34.04,47,1306,391,139600
-118.22,34.03,45,554,214,139600
-118.21,34.03,45,1860,472,141800
-118.21,34.03,44,1550,407,141100
-118.21,34.03,52,497,132,146300
-118.21,34.03,47,876,228,145000
-118.2,34.03,41,1292,334,135200
-118.2,34.02,49,1098,317,146000
-118.2,34.03,52,774,209,135200
-118.2,34.03,37,1583,392,140800
-118.2,34.03,52,583,157,140600
-118.21,34.02,45,792,203,129700
-118.19,34.02,44,2702,770,144800
-118.2,34.02,48,2230,593,130700
-118.2,34.02,26,36,9,175000
-118.2,34.02,42,498,120,126600
-118.21,34.02,52,22,7,67500
-118.21,34.02,43,1811,513,133300
-118.23,34.05,52,346,270,225000
-118.24,34.05,13,1703,697,181300
-118.24,34.04,52,116,107,112500
-118.24,34.06,33,390,199,350000
-118.24,34.06,8,1204,552,87500
-118.24,34.06,19,2870,1021,162500
-118.25,34.05,52,2806,1944,350000
-118.25,34.05,8,3105,1256,275000
-118.25,34.06,12,4011,1438,287500
-118.26,34.05,52,58,52,500001
-118.26,34.04,6,1529,566,162500
-118.25,34.06,52,174,66,312500
-118.26,34.06,15,326,123,175000
-118.26,34.06,40,637,273,131300
-118.26,34.07,52,1802,613,185900
-118.26,34.07,40,680,273,165600
-118.26,34.07,30,929,238,187500
-118.26,34.06,38,715,282,225000
-118.26,34.06,42,2541,1282,87500
-118.27,34.07,42,1175,428,213300
-118.27,34.06,30,1771,788,154200
-118.27,34.07,34,786,341,152100
-118.27,34.07,32,1657,579,152500
-118.27,34.06,33,1416,686,208300
-118.27,34.07,33,1177,468,183300
-118.28,34.07,41,1072,331,207100
-118.28,34.07,24,3247,1281,216700
-118.28,34.07,14,1924,926,265900
-118.28,34.07,32,1777,536,190000
-118.28,34.07,25,7522,3179,177500
-118.28,34.06,14,1787,853,400000
-118.28,34.06,17,2518,1196,175000
-118.27,34.06,17,2124,1168,137500
-118.27,34.06,25,1714,1176,112500
-118.27,34.06,45,564,353,187500
-118.27,34.06,26,513,338,275000
-118.26,34.06,33,1950,1047,110000
-118.27,34.05,37,350,245,137500
-118.27,34.05,52,1292,864,275000
-118.28,34.06,52,1261,616,225000
-118.28,34.06,52,936,454,187500
-118.28,34.06,42,2472,,162500
-118.27,34.05,25,1316,836,325000
-118.27,34.05,26,1164,674,225000
-118.28,34.05,28,1306,637,275000
-118.28,34.05,31,1525,730,162500
-118.28,34.05,41,1788,774,158900
-118.28,34.05,41,1075,597,162500
-118.28,34.05,44,968,384,212500
-118.27,34.05,47,661,359,112500
-118.27,34.04,13,1784,,118100
-118.27,34.05,24,323,214,225000
-118.27,34.05,12,535,328,275000
-118.32,34.07,52,2156,306,500001
-118.33,34.06,52,1841,240,500001
-118.33,34.07,52,2248,255,500001
-118.33,34.07,52,1482,171,500001
-118.34,34.06,52,2089,309,500001
-118.34,34.06,52,1311,310,432800
-118.29,34.08,49,649,315,316700
-118.29,34.07,19,3013,1118,290600
-118.29,34.06,9,1554,815,141700
-118.29,34.07,22,492,269,300000
-118.29,34.07,26,2302,1124,253100
-118.29,34.08,43,3056,1345,300000
-118.3,34.07,31,1489,664,230600
-118.3,34.07,46,5677,2610,237500
-118.3,34.07,26,2107,757,282300
-118.3,34.07,36,2657,738,281700
-118.31,34.07,28,2362,949,305600
-118.31,34.08,49,2549,630,350900
-118.31,34.07,40,2657,794,445000
-118.32,34.07,52,2980,366,500001
-118.31,34.06,36,369,147,450000
-118.32,34.06,52,983,246,500001
-118.32,34.07,25,2740,707,404500
-118.32,34.06,52,955,100,500001
-118.31,34.07,26,5062,2055,166700
-118.31,34.06,30,3110,1269,412500
-118.3,34.07,18,3759,,175000
-118.31,34.07,20,3264,1248,500001
-118.3,34.06,20,1782,896,75000
-118.31,34.06,34,2470,1197,325000
-118.29,34.07,24,4021,1707,112500
-118.3,34.07,28,5221,2530,300000
-118.3,34.06,43,1366,740,150000
-118.29,34.06,42,3894,2293,70000
-118.29,34.06,27,2456,1111,187500
-118.29,34.06,46,1759,1012,350000
-118.3,34.06,47,1390,872,137500
-118.29,34.06,23,2040,778,233300
-118.3,34.06,33,2437,1283,270000
-118.3,34.06,21,3960,1490,475000
-118.3,34.06,23,2512,1203,322200
-118.31,34.06,24,1336,453,500001
-118.31,34.06,47,3038,1533,187500
-118.31,34.06,34,1848,667,410000
-118.31,34.06,52,2124,756,328900
-118.31,34.06,31,2827,1084,360000
-118.31,34.06,14,1559,646,380000
-118.32,34.05,42,3292,713,291500
-118.32,34.06,43,2808,584,436800
-118.32,34.06,36,3239,722,337000
-118.33,34.06,52,1368,231,433800
-118.33,34.05,48,2405,527,257800
-118.33,34.05,44,1574,390,226300
-118.33,34.05,45,1707,519,171300
-118.32,34.05,50,1389,364,327300
-118.32,34.05,42,3343,1183,250000
-118.31,34.05,35,1692,423,305800
-118.31,34.05,40,1667,365,417600
-118.3,34.05,44,1612,650,115600
-118.3,34.05,42,1476,610,214300
-118.31,34.05,42,443,223,350000
-118.3,34.05,46,1386,457,157700
-118.3,34.05,31,1744,720,193800
-118.29,34.05,30,1417,589,193800
-118.29,34.05,34,1102,,168800
-118.3,34.05,36,1723,569,161100
-118.3,34.05,34,1453,588,187500
-118.29,34.05,18,3585,1661,250000
-118.29,34.05,11,677,370,350000
-118.29,34.05,31,2818,1252,229200
-118.35,34.08,52,1801,313,479000
-118.35,34.07,52,2497,406,500001
-118.35,34.07,52,2315,356,500001
